,Ref_DOI_number,Ref_publication_date,Ref_journal,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,JV_light_intensity,Perovskite_band_gap,Perovskite_composition_short_form,Cell_architecture,DOI,Citations,Journal,Publication_date
3613,10.1021/acs.jpcc.8b09722,2018-12-24,The Journal of Physical Chemistry C,1.07,19.06,0.732,15.04,100.0,1.8,MAPbI,nip,10.1021/acs.jpcc.8b09722,11,The Journal of Physical Chemistry C,2018-12-24
3614,10.1039/c6ta00976j,2016-03-16,Journal of Materials Chemistry A,0.99,23.22,0.66,15.04,100.0,1.6,MAPbI,nip,10.1039/c6ta00976j,50,Journal of Materials Chemistry A,2016-03-16
3615,10.1002/cphc.201700910,2017-08-23,ChemPhysChem,1.04,22.72,0.64,15.05,100.0,1.6,MAPbI,nip,10.1002/cphc.201700910,9,ChemPhysChem,2017-08-23
3616,10.1039/c6ta03605h,2016-05-10,Journal of Materials Chemistry A,0.9,22.6,0.74,15.05,100.0,1.6,MAPbI,pin,10.1039/c6ta03605h,24,Journal of Materials Chemistry A,2016-05-10
3617,10.1016/j.apmt.2017.11.003,2017-11-17,Applied Materials Today,1.04,19.0,0.76,15.05,100.0,1.6,MAPbI,pin,10.1016/j.apmt.2017.11.003,45,Applied Materials Today,2017-11-16
3618,10.1016/j.electacta.2019.135427,2019-12-04,Electrochimica Acta,0.99,21.6,0.71,15.05,100.0,,MAPbBrI,nip,10.1016/j.electacta.2019.135427,4,Electrochimica Acta,2019-12-04
3619,10.1039/c9ta06317j,2019-07-16,Journal of Materials Chemistry A,0.94,21.9,0.736,15.05,100.0,1.55,FAMAPbI,pin,10.1039/c9ta06317j,23,Journal of Materials Chemistry A,2019-07-16
3620,10.1016/j.solener.2016.10.003,2016-10-14,Solar Energy,1.024,19.35,0.76,15.06,100.0,1.6,MAPbI,nip,10.1016/j.solener.2016.10.003,21,Solar Energy,2016-10-14
3621,10.7567/1347-4065/ab1478,2019-05-28,Japanese Journal of Applied Physics,1.045,22.862,0.631,15.06,100.0,1.56,MAPbI,nip,10.7567/1347-4065/ab1478,4,Japanese Journal of Applied Physics,2019-05-28
3622,10.1016/j.jpowsour.2019.227267,2019-10-14,Journal of Power Sources,1.03,21.96,0.6659999999999999,15.06,100.0,1.6,MAPbI,pin,10.1016/j.jpowsour.2019.227267,16,Journal of Power Sources,2019-10-14
3623,10.1021/acsami.6b05770,2016-08-16,ACS Applied Materials & Interfaces,0.96,20.6,0.76,15.06,100.0,1.688,MAPbI,pin,10.1021/acsami.6b05770,29,ACS Applied Materials & Interfaces,2016-08-16
3624,10.1016/j.cap.2019.09.010,2019-09-19,Current Applied Physics,0.98,21.1,0.685,15.07,100.0,1.6,MAPbI,nip,10.1016/j.cap.2019.09.010,2,Current Applied Physics,2019-09-19
3625,10.1021/am503728d,2014-08-28,ACS Applied Materials & Interfaces,1.09,21.97,0.63,15.07,100.0,1.5,MAPbI,nip,10.1021/am503728d,257,ACS Applied Materials & Interfaces,2014-08-28
3626,10.1016/j.solmat.2017.03.032,2017-04-10,Solar Energy Materials and Solar Cells,0.942,23.52,0.68,15.07,100.0,,FAMAPbI,nip,10.1016/j.solmat.2017.03.032,31,Solar Energy Materials and Solar Cells,2017-04-10
3627,10.1038/s41467-018-07485-3,2018-11-16,Nature Communications,1.0590000000000002,18.95,0.7490000000000001,15.07,100.0,1.69,CsPbI,nip,10.1038/s41467-018-07485-3,17,Nature Communications,2018-11-16
3628,10.1038/s41467-018-06915-6,2018-10-25,Nature Communications,1.0590000000000002,18.95,0.75,15.07,100.0,1.69,CsPbI,nip,10.1038/s41467-018-06915-6,275,Nature Communications,2018-10-25
3629,10.1002/adfm.201800110,2018-03-24,Advanced Functional Materials,1.083,21.51,0.647,15.07,100.0,1.6,MAPbI,nip,10.1002/adfm.201800110,57,Advanced Functional Materials,2018-03-24
3630,10.1002/adma.201800973,2018-07-09,Advanced Materials,1.06,21.2,0.67,15.08,100.0,1.6,MAPbI,nip,10.1002/adma.201800973,35,Advanced Materials,2018-07-09
3631,10.1016/j.orgel.2018.04.010,2018-04-04,Organic Electronics,1.015,21.023000000000003,0.713,15.08,100.0,,FAMAPbBrI,nip,10.1016/j.orgel.2018.04.010,27,Organic Electronics,2018-04-04
3632,10.1186/s11671-017-1933-z,2017-02-28,Nanoscale Research Letters,1.04,21.52,0.672,15.08,100.0,1.6,MAPbI,nip,10.1186/s11671-017-1933-z,31,Nanoscale Research Letters,2017-02-28
